

Microchip MPLAB XC8 Assembler V2.10 build 88905656 
                                                                                               Fri Feb 21 14:40:35 2020

Microchip MPLAB XC8 C Compiler v2.10 (Free license) build 20190730164152 Og1 
     1                           	processor	16F887
     2                           	opt	pw 120
     3                           	opt	flic
     4                           	psect	strings,global,class=STRING,delta=2
     5                           	psect	cinit,global,class=CODE,merge=1,delta=2
     6                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
     7                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1
     8                           	psect	maintext,global,class=CODE,split=1,delta=2
     9                           	psect	text1,local,class=CODE,merge=1,delta=2
    10                           	psect	text2,local,class=CODE,merge=1,delta=2
    11                           	psect	text3,local,class=CODE,merge=1,delta=2
    12                           	psect	text4,local,class=CODE,merge=1,delta=2
    13                           	psect	text5,local,class=CODE,merge=1,delta=2
    14                           	psect	text6,local,class=CODE,merge=1,delta=2
    15                           	psect	text7,local,class=CODE,merge=1,delta=2,group=1
    16                           	dabs	1,0x7E,2
    17  0000                     
    18                           ; Version 2.10
    19                           ; Generated 31/07/2019 GMT
    20                           ; 
    21                           ; Copyright © 2019, Microchip Technology Inc. and its subsidiaries ("Microchip")
    22                           ; All rights reserved.
    23                           ; 
    24                           ; This software is developed by Microchip Technology Inc. and its subsidiaries ("Microch
      +                          ip").
    25                           ; 
    26                           ; Redistribution and use in source and binary forms, with or without modification, are
    27                           ; permitted provided that the following conditions are met:
    28                           ; 
    29                           ;     1. Redistributions of source code must retain the above copyright notice, this lis
      +                          t of
    30                           ;        conditions and the following disclaimer.
    31                           ; 
    32                           ;     2. Redistributions in binary form must reproduce the above copyright notice, this 
      +                          list
    33                           ;        of conditions and the following disclaimer in the documentation and/or other
    34                           ;        materials provided with the distribution.
    35                           ; 
    36                           ;     3. Microchip's name may not be used to endorse or promote products derived from th
      +                          is
    37                           ;        software without specific prior written permission.
    38                           ; 
    39                           ; THIS SOFTWARE IS PROVIDED BY MICROCHIP "AS IS" AND ANY EXPRESS OR IMPLIED WARRANTIES,
    40                           ; INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS F
      +                          OR
    41                           ; PURPOSE ARE DISCLAIMED.  IN NO EVENT SHALL MICROCHIP BE LIABLE FOR ANY DIRECT, INDIREC
      +                          T,
    42                           ; INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES (INCLUDING BUT NOT LIMITED TO
    43                           ; PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES; LOSS OF USE, DATA OR PROFITS; OR BUSINESS
    44                           ; INTERRUPTION) HOWSOEVER CAUSED AND ON ANY THEORY OF LIABILITY, WHETHER IN CONTRACT, ST
      +                          RICT
    45                           ; LIABILITY, OR TORT (INCLUDING NEGLIGENCE OR OTHERWISE) ARISING IN ANY WAY OUT OF THE U
      +                          SE OF
    46                           ; THIS SOFTWARE, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.
    47                           ; 
    48                           ; 
    49                           ; Code-generator required, PIC16F887 Definitions
    50                           ; 
    51                           ; SFR Addresses
    52  0000                     	;# 
   748 ;; *************** function _I2C_Master_Stop *****************
   749 ;; Defined at:
   750 ;;		line 44 in file "I2C_Init.c"
   751 ;; Parameters:    Size  Location     Type
   752 ;;		None
   753 ;; Auto vars:     Size  Location     Type
   754 ;;		None
   755 ;; Return value:  Size  Location     Type
   756 ;;                  1    wreg      void 
   757 ;; Registers used:
   758 ;;		wreg, status,2, status,0, pclath, cstack
   759 ;; Tracked objects:
   760 ;;		On entry : 0/0
   761 ;;		On exit  : 0/0
   762 ;;		Unchanged: 0/0
   763 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   764 ;;      Params:         0       0       0       0       0
   765 ;;      Locals:         0       0       0       0       0
   766 ;;      Temps:          0       0       0       0       0
   767 ;;      Totals:         0       0       0       0       0
   768 ;;Total ram usage:        0 bytes
   769 ;; Hardware stack levels used:    1
   770 ;; Hardware stack levels required when called:    1
   771 ;; This function calls:
   772 ;;		_I2C_Master_Wait
   773 ;; This function is called by:
   774 ;;		_main
   775 ;; This function uses a non-reentrant model
   776 ;;
   777                           
   778                           
   779                           ;psect for function _I2C_Master_Stop
   780  068F                     _I2C_Master_Stop:	
   781  068F                     l778:	
   782                           ;incstack = 0
   783                           ; Regs used in _I2C_Master_Stop: [wreg+status,2+status,0+pclath+cstack]
   784                           
   785                           
   786                           ;I2C_Init.c: 46:     I2C_Master_Wait();
   787  068F  120A  118A  26A2  120A  118A  	fcall	_I2C_Master_Wait
   788  0694                     l780:	
   789                           
   790                           ;I2C_Init.c: 47:     SSPCON2bits.PEN = 1;
   791  0694  1683               	bsf	3,5	;RP0=1, select bank1
   792  0695  1303               	bcf	3,6	;RP1=0, select bank1
   793  0696  1511               	bsf	17,2	;volatile
   794  0697                     l76:	
   795  0697  0008               	return
   796  0698                     __end_of_I2C_Master_Stop:	
   797                           
   798                           	psect	text3
   799  0686                     __ptext3:	
   800 ;; *************** function _I2C_Master_Start *****************
   801 ;; Defined at:
   802 ;;		line 28 in file "I2C_Init.c"
   803 ;; Parameters:    Size  Location     Type
   804 ;;		None
   805 ;; Auto vars:     Size  Location     Type
   806 ;;		None
   807 ;; Return value:  Size  Location     Type
   808 ;;                  1    wreg      void 
   809 ;; Registers used:
   810 ;;		wreg, status,2, status,0, pclath, cstack
   811 ;; Tracked objects:
   812 ;;		On entry : 0/0
   813 ;;		On exit  : 0/0
   814 ;;		Unchanged: 0/0
   815 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   816 ;;      Params:         0       0       0       0       0
   817 ;;      Locals:         0       0       0       0       0
   818 ;;      Temps:          0       0       0       0       0
   819 ;;      Totals:         0       0       0       0       0
   820 ;;Total ram usage:        0 bytes
   821 ;; Hardware stack levels used:    1
   822 ;; Hardware stack levels required when called:    1
   823 ;; This function calls:
   824 ;;		_I2C_Master_Wait
   825 ;; This function is called by:
   826 ;;		_main
   827 ;; This function uses a non-reentrant model
   828 ;;
   829                           
   830                           
   831                           ;psect for function _I2C_Master_Start
   832  0686                     _I2C_Master_Start:	
   833  0686                     l770:	
   834                           ;incstack = 0
   835                           ; Regs used in _I2C_Master_Start: [wreg+status,2+status,0+pclath+cstack]
   836                           
   837                           
   838                           ;I2C_Init.c: 30:     I2C_Master_Wait();
   839  0686  120A  118A  26A2  120A  118A  	fcall	_I2C_Master_Wait
   840  068B                     l772:	
   841                           
   842                           ;I2C_Init.c: 31:     SSPCON2bits.SEN = 1;
   843  068B  1683               	bsf	3,5	;RP0=1, select bank1
   844  068C  1303               	bcf	3,6	;RP1=0, select bank1
   845  068D  1411               	bsf	17,0	;volatile
   846  068E                     l70:	
   847  068E  0008               	return
   848  068F                     __end_of_I2C_Master_Start:	
   849                           
   850                           	psect	text4
   851  06AF                     __ptext4:	
   852 ;; *************** function _I2C_Master_Read *****************
   853 ;; Defined at:
   854 ;;		line 63 in file "I2C_Init.c"
   855 ;; Parameters:    Size  Location     Type
   856 ;;  a               2    0[COMMON] unsigned short 
   857 ;; Auto vars:     Size  Location     Type
   858 ;;  temp            2    4[COMMON] unsigned short 
   859 ;; Return value:  Size  Location     Type
   860 ;;                  2    0[COMMON] unsigned short 
   861 ;; Registers used:
   862 ;;		wreg, status,2, status,0, pclath, cstack
   863 ;; Tracked objects:
   864 ;;		On entry : 0/0
   865 ;;		On exit  : 0/0
   866 ;;		Unchanged: 0/0
   867 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   868 ;;      Params:         2       0       0       0       0
   869 ;;      Locals:         2       0       0       0       0
   870 ;;      Temps:          2       0       0       0       0
   871 ;;      Totals:         6       0       0       0       0
   872 ;;Total ram usage:        6 bytes
   873 ;; Hardware stack levels used:    1
   874 ;; Hardware stack levels required when called:    1
   875 ;; This function calls:
   876 ;;		_I2C_Master_Wait
   877 ;; This function is called by:
   878 ;;		_main
   879 ;; This function uses a non-reentrant model
   880 ;;
   881                           
   882                           
   883                           ;psect for function _I2C_Master_Read
   884  06AF                     _I2C_Master_Read:	
   885  06AF                     l932:	
   886                           ;incstack = 0
   887                           ; Regs used in _I2C_Master_Read: [wreg+status,2+status,0+pclath+cstack]
   888                           
   889                           
   890                           ;I2C_Init.c: 63: unsigned short I2C_Master_Read(unsigned short a);I2C_Init.c: 64: {;I2C_
      +                          Init.c: 65:     unsigned short temp;;I2C_Init.c: 66:     I2C_Master_Wait();
   891  06AF  120A  118A  26A2  120A  118A  	fcall	_I2C_Master_Wait
   892  06B4                     l934:	
   893                           
   894                           ;I2C_Init.c: 67:     SSPCON2bits.RCEN = 1;
   895  06B4  1683               	bsf	3,5	;RP0=1, select bank1
   896  06B5  1303               	bcf	3,6	;RP1=0, select bank1
   897  06B6  1591               	bsf	17,3	;volatile
   898                           
   899                           ;I2C_Init.c: 68:     I2C_Master_Wait();
   900  06B7  120A  118A  26A2  120A  118A  	fcall	_I2C_Master_Wait
   901  06BC                     l936:	
   902                           
   903                           ;I2C_Init.c: 69:     temp = SSPBUF;
   904  06BC  1283               	bcf	3,5	;RP0=0, select bank0
   905  06BD  1303               	bcf	3,6	;RP1=0, select bank0
   906  06BE  0813               	movf	19,w	;volatile
   907  06BF  00F2               	movwf	??_I2C_Master_Read
   908  06C0  01F3               	clrf	??_I2C_Master_Read+1
   909  06C1  0872               	movf	??_I2C_Master_Read,w
   910  06C2  00F4               	movwf	I2C_Master_Read@temp
   911  06C3  0873               	movf	??_I2C_Master_Read+1,w
   912  06C4  00F5               	movwf	I2C_Master_Read@temp+1
   913  06C5                     l938:	
   914                           
   915                           ;I2C_Init.c: 70:     I2C_Master_Wait();
   916  06C5  120A  118A  26A2  120A  118A  	fcall	_I2C_Master_Wait
   917  06CA                     l940:	
   918                           
   919                           ;I2C_Init.c: 71:     if(a == 1){
   920  06CA  0370               	decf	I2C_Master_Read@a,w
   921  06CB  0471               	iorwf	I2C_Master_Read@a+1,w
   922  06CC  1D03               	btfss	3,2
   923  06CD  2ECF               	goto	u231
   924  06CE  2ED0               	goto	u230
   925  06CF                     u231:	
   926  06CF  2ED4               	goto	l82
   927  06D0                     u230:	
   928  06D0                     l942:	
   929                           
   930                           ;I2C_Init.c: 72:         SSPCON2bits.ACKDT = 0;
   931  06D0  1683               	bsf	3,5	;RP0=1, select bank1
   932  06D1  1303               	bcf	3,6	;RP1=0, select bank1
   933  06D2  1291               	bcf	17,5	;volatile
   934                           
   935                           ;I2C_Init.c: 73:     }else{
   936  06D3  2ED7               	goto	l83
   937  06D4                     l82:	
   938                           
   939                           ;I2C_Init.c: 74:         SSPCON2bits.ACKDT = 1;
   940  06D4  1683               	bsf	3,5	;RP0=1, select bank1
   941  06D5  1303               	bcf	3,6	;RP1=0, select bank1
   942  06D6  1691               	bsf	17,5	;volatile
   943  06D7                     l83:	
   944                           ;I2C_Init.c: 75:     }
   945                           
   946                           
   947                           ;I2C_Init.c: 76:     SSPCON2bits.ACKEN = 1;
   948  06D7  1611               	bsf	17,4	;volatile
   949  06D8                     l944:	
   950                           
   951                           ;I2C_Init.c: 77:     return temp;
   952  06D8  0875               	movf	I2C_Master_Read@temp+1,w
   953  06D9  00F1               	movwf	?_I2C_Master_Read+1
   954  06DA  0874               	movf	I2C_Master_Read@temp,w
   955  06DB  00F0               	movwf	?_I2C_Master_Read
   956  06DC                     l84:	
   957  06DC  0008               	return
   958  06DD                     __end_of_I2C_Master_Read:	
   959                           
   960                           	psect	text5
   961  06A2                     __ptext5:	
   962 ;; *************** function _I2C_Master_Wait *****************
   963 ;; Defined at:
   964 ;;		line 21 in file "I2C_Init.c"
   965 ;; Parameters:    Size  Location     Type
   966 ;;		None
   967 ;; Auto vars:     Size  Location     Type
   968 ;;		None
   969 ;; Return value:  Size  Location     Type
   970 ;;                  1    wreg      void 
   971 ;; Registers used:
   972 ;;		wreg, status,2
   973 ;; Tracked objects:
   974 ;;		On entry : 0/0
   975 ;;		On exit  : 0/0
   976 ;;		Unchanged: 0/0
   977 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   978 ;;      Params:         0       0       0       0       0
   979 ;;      Locals:         0       0       0       0       0
   980 ;;      Temps:          0       0       0       0       0
   981 ;;      Totals:         0       0       0       0       0
   982 ;;Total ram usage:        0 bytes
   983 ;; Hardware stack levels used:    1
   984 ;; This function calls:
   985 ;;		Nothing
   986 ;; This function is called by:
   987 ;;		_I2C_Master_Start
   988 ;;		_I2C_Master_Stop
   989 ;;		_I2C_Master_Write
   990 ;;		_I2C_Master_Read
   991 ;;		_I2C_Master_RepeatedStart
   992 ;; This function uses a non-reentrant model
   993 ;;
   994                           
   995                           
   996                           ;psect for function _I2C_Master_Wait
   997  06A2                     _I2C_Master_Wait:	
   998  06A2                     l722:	
   999                           ;incstack = 0
  1000                           ; Regs used in _I2C_Master_Wait: [wreg+status,2]
  1001                           
  1002  06A2                     l64:	
  1003                           ;I2C_Init.c: 23:     while ((SSPSTAT & 0x04) || (SSPCON2 & 0x1F));
  1004                           
  1005  06A2  1683               	bsf	3,5	;RP0=1, select bank1
  1006  06A3  1303               	bcf	3,6	;RP1=0, select bank1
  1007  06A4  1914               	btfsc	20,2	;volatile
  1008  06A5  2EA7               	goto	u11
  1009  06A6  2EA8               	goto	u10
  1010  06A7                     u11:	
  1011  06A7  2EA2               	goto	l64
  1012  06A8                     u10:	
  1013  06A8                     l724:	
  1014  06A8  0811               	movf	17,w	;volatile
  1015  06A9  391F               	andlw	31
  1016  06AA  1D03               	btfss	3,2
  1017  06AB  2EAD               	goto	u21
  1018  06AC  2EAE               	goto	u20
  1019  06AD                     u21:	
  1020  06AD  2EA2               	goto	l64
  1021  06AE                     u20:	
  1022  06AE                     l67:	
  1023  06AE  0008               	return
  1024  06AF                     __end_of_I2C_Master_Wait:	
  1025                           
  1026                           	psect	text6
  1027  06DD                     __ptext6:	
  1028 ;; *************** function _I2C_Master_Init *****************
  1029 ;; Defined at:
  1030 ;;		line 5 in file "I2C_Init.c"
  1031 ;; Parameters:    Size  Location     Type
  1032 ;;  c               4    0[BANK0 ] const unsigned long 
  1033 ;; Auto vars:     Size  Location     Type
  1034 ;;		None
  1035 ;; Return value:  Size  Location     Type
  1036 ;;                  1    wreg      void 
  1037 ;; Registers used:
  1038 ;;		wreg, status,2, status,0, pclath, cstack
  1039 ;; Tracked objects:
  1040 ;;		On entry : 0/0
  1041 ;;		On exit  : 0/0
  1042 ;;		Unchanged: 0/0
  1043 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  1044 ;;      Params:         0       4       0       0       0
  1045 ;;      Locals:         0       0       0       0       0
  1046 ;;      Temps:          0       4       0       0       0
  1047 ;;      Totals:         0       8       0       0       0
  1048 ;;Total ram usage:        8 bytes
  1049 ;; Hardware stack levels used:    1
  1050 ;; Hardware stack levels required when called:    1
  1051 ;; This function calls:
  1052 ;;		___lldiv
  1053 ;; This function is called by:
  1054 ;;		_main
  1055 ;; This function uses a non-reentrant model
  1056 ;;
  1057                           
  1058                           
  1059                           ;psect for function _I2C_Master_Init
  1060  06DD                     _I2C_Master_Init:	
  1061  06DD                     l916:	
  1062                           ;incstack = 0
  1063                           ; Regs used in _I2C_Master_Init: [wreg+status,2+status,0+pclath+cstack]
  1064                           
  1065                           
  1066                           ;I2C_Init.c: 5: void I2C_Master_Init(const unsigned long c);I2C_Init.c: 6: {;I2C_Init.c:
      +                           7:     SSPCON = 0b00101000;
  1067  06DD  3028               	movlw	40
  1068  06DE  1283               	bcf	3,5	;RP0=0, select bank0
  1069  06DF  1303               	bcf	3,6	;RP1=0, select bank0
  1070  06E0  0094               	movwf	20	;volatile
  1071  06E1                     l918:	
  1072                           
  1073                           ;I2C_Init.c: 8:     SSPCON2 = 0;
  1074  06E1  1683               	bsf	3,5	;RP0=1, select bank1
  1075  06E2  1303               	bcf	3,6	;RP1=0, select bank1
  1076  06E3  0191               	clrf	17	;volatile
  1077  06E4                     l920:	
  1078                           
  1079                           ;I2C_Init.c: 9:     SSPADD = (4000000/(4*c))-1;
  1080  06E4  1283               	bcf	3,5	;RP0=0, select bank0
  1081  06E5  1303               	bcf	3,6	;RP1=0, select bank0
  1082  06E6  0820               	movf	I2C_Master_Init@c,w
  1083  06E7  00A4               	movwf	??_I2C_Master_Init
  1084  06E8  0821               	movf	I2C_Master_Init@c+1,w
  1085  06E9  00A5               	movwf	??_I2C_Master_Init+1
  1086  06EA  0822               	movf	I2C_Master_Init@c+2,w
  1087  06EB  00A6               	movwf	??_I2C_Master_Init+2
  1088  06EC  0823               	movf	I2C_Master_Init@c+3,w
  1089  06ED  00A7               	movwf	??_I2C_Master_Init+3
  1090  06EE  3002               	movlw	2
  1091  06EF                     u225:	
  1092  06EF  1003               	clrc
  1093  06F0  0DA4               	rlf	??_I2C_Master_Init,f
  1094  06F1  0DA5               	rlf	??_I2C_Master_Init+1,f
  1095  06F2  0DA6               	rlf	??_I2C_Master_Init+2,f
  1096  06F3  0DA7               	rlf	??_I2C_Master_Init+3,f
  1097  06F4                     u220:	
  1098  06F4  3EFF               	addlw	-1
  1099  06F5  1D03               	skipz
  1100  06F6  2EEF               	goto	u225
  1101  06F7  0827               	movf	??_I2C_Master_Init+3,w
  1102  06F8  00F3               	movwf	___lldiv@divisor+3
  1103  06F9  0826               	movf	??_I2C_Master_Init+2,w
  1104  06FA  00F2               	movwf	___lldiv@divisor+2
  1105  06FB  0825               	movf	??_I2C_Master_Init+1,w
  1106  06FC  00F1               	movwf	___lldiv@divisor+1
  1107  06FD  0824               	movf	??_I2C_Master_Init,w
  1108  06FE  00F0               	movwf	___lldiv@divisor
  1109  06FF  3000               	movlw	0
  1110  0700  00F7               	movwf	___lldiv@dividend+3
  1111  0701  303D               	movlw	61
  1112  0702  00F6               	movwf	___lldiv@dividend+2
  1113  0703  3009               	movlw	9
  1114  0704  00F5               	movwf	___lldiv@dividend+1
  1115  0705  3000               	movlw	0
  1116  0706  00F4               	movwf	___lldiv@dividend
  1117  0707  120A  118A  2715  120A  118A  	fcall	___lldiv
  1118  070C  0870               	movf	?___lldiv,w
  1119  070D  3EFF               	addlw	255
  1120  070E  1683               	bsf	3,5	;RP0=1, select bank1
  1121  070F  1303               	bcf	3,6	;RP1=0, select bank1
  1122  0710  0093               	movwf	19	;volatile
  1123  0711                     l922:	
  1124                           
  1125                           ;I2C_Init.c: 10:     SSPSTAT = 0;
  1126  0711  0194               	clrf	20	;volatile
  1127  0712                     l924:	
  1128                           
  1129                           ;I2C_Init.c: 11:     TRISCbits.TRISC3 = 1;
  1130  0712  1587               	bsf	7,3	;volatile
  1131  0713                     l926:	
  1132                           
  1133                           ;I2C_Init.c: 12:     TRISCbits.TRISC4 = 1;
  1134  0713  1607               	bsf	7,4	;volatile
  1135  0714                     l61:	
  1136  0714  0008               	return
  1137  0715                     __end_of_I2C_Master_Init:	
  1138                           
  1139                           	psect	text7
  1140  0715                     __ptext7:	
  1141 ;; *************** function ___lldiv *****************
  1142 ;; Defined at:
  1143 ;;		line 5 in file "C:\Program Files (x86)\Microchip\xc8\v2.10\pic\sources\c90\common\__lldiv.c"
  1144 ;; Parameters:    Size  Location     Type
  1145 ;;  divisor         4    0[COMMON] unsigned long 
  1146 ;;  dividend        4    4[COMMON] unsigned long 
  1147 ;; Auto vars:     Size  Location     Type
  1148 ;;  quotient        4    9[COMMON] unsigned long 
  1149 ;;  counter         1   13[COMMON] unsigned char 
  1150 ;; Return value:  Size  Location     Type
  1151 ;;                  4    0[COMMON] unsigned long 
  1152 ;; Registers used:
  1153 ;;		wreg, status,2, status,0
  1154 ;; Tracked objects:
  1155 ;;		On entry : 0/0
  1156 ;;		On exit  : 0/0
  1157 ;;		Unchanged: 0/0
  1158 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  1159 ;;      Params:         8       0       0       0       0
  1160 ;;      Locals:         5       0       0       0       0
  1161 ;;      Temps:          1       0       0       0       0
  1162 ;;      Totals:        14       0       0       0       0
  1163 ;;Total ram usage:       14 bytes
  1164 ;; Hardware stack levels used:    1
  1165 ;; This function calls:
  1166 ;;		Nothing
  1167 ;; This function is called by:
  1168 ;;		_I2C_Master_Init
  1169 ;; This function uses a non-reentrant model
  1170 ;;
  1171                           
  1172                           
  1173                           ;psect for function ___lldiv
  1174  0715                     ___lldiv:	
  1175  0715                     l892:	
  1176                           ;incstack = 0
  1177                           ; Regs used in ___lldiv: [wreg+status,2+status,0]
  1178                           
  1179  0715  3000               	movlw	0
  1180  0716  00FC               	movwf	___lldiv@quotient+3
  1181  0717  3000               	movlw	0
  1182  0718  00FB               	movwf	___lldiv@quotient+2
  1183  0719  3000               	movlw	0
  1184  071A  00FA               	movwf	___lldiv@quotient+1
  1185  071B  3000               	movlw	0
  1186  071C  00F9               	movwf	___lldiv@quotient
  1187  071D  0873               	movf	___lldiv@divisor+3,w
  1188  071E  0472               	iorwf	___lldiv@divisor+2,w
  1189  071F  0471               	iorwf	___lldiv@divisor+1,w
  1190  0720  0470               	iorwf	___lldiv@divisor,w
  1191  0721  1903               	skipnz
  1192  0722  2F24               	goto	u151
  1193  0723  2F25               	goto	u150
  1194  0724                     u151:	
  1195  0724  2F72               	goto	l912
  1196  0725                     u150:	
  1197  0725                     l894:	
  1198  0725  01FD               	clrf	___lldiv@counter
  1199  0726  0AFD               	incf	___lldiv@counter,f
  1200  0727  2F35               	goto	l898
  1201  0728                     l896:	
  1202  0728  3001               	movlw	1
  1203  0729  00F8               	movwf	??___lldiv
  1204  072A                     u165:	
  1205  072A  1003               	clrc
  1206  072B  0DF0               	rlf	___lldiv@divisor,f
  1207  072C  0DF1               	rlf	___lldiv@divisor+1,f
  1208  072D  0DF2               	rlf	___lldiv@divisor+2,f
  1209  072E  0DF3               	rlf	___lldiv@divisor+3,f
  1210  072F  0BF8               	decfsz	??___lldiv,f
  1211  0730  2F2A               	goto	u165
  1212  0731  3001               	movlw	1
  1213  0732  00F8               	movwf	??___lldiv
  1214  0733  0878               	movf	??___lldiv,w
  1215  0734  07FD               	addwf	___lldiv@counter,f
  1216  0735                     l898:	
  1217  0735  1FF3               	btfss	___lldiv@divisor+3,7
  1218  0736  2F38               	goto	u171
  1219  0737  2F39               	goto	u170
  1220  0738                     u171:	
  1221  0738  2F28               	goto	l896
  1222  0739                     u170:	
  1223  0739                     l900:	
  1224  0739  3001               	movlw	1
  1225  073A  00F8               	movwf	??___lldiv
  1226  073B                     u185:	
  1227  073B  1003               	clrc
  1228  073C  0DF9               	rlf	___lldiv@quotient,f
  1229  073D  0DFA               	rlf	___lldiv@quotient+1,f
  1230  073E  0DFB               	rlf	___lldiv@quotient+2,f
  1231  073F  0DFC               	rlf	___lldiv@quotient+3,f
  1232  0740  0BF8               	decfsz	??___lldiv,f
  1233  0741  2F3B               	goto	u185
  1234  0742                     l902:	
  1235  0742  0873               	movf	___lldiv@divisor+3,w
  1236  0743  0277               	subwf	___lldiv@dividend+3,w
  1237  0744  1D03               	skipz
  1238  0745  2F50               	goto	u195
  1239  0746  0872               	movf	___lldiv@divisor+2,w
  1240  0747  0276               	subwf	___lldiv@dividend+2,w
  1241  0748  1D03               	skipz
  1242  0749  2F50               	goto	u195
  1243  074A  0871               	movf	___lldiv@divisor+1,w
  1244  074B  0275               	subwf	___lldiv@dividend+1,w
  1245  074C  1D03               	skipz
  1246  074D  2F50               	goto	u195
  1247  074E  0870               	movf	___lldiv@divisor,w
  1248  074F  0274               	subwf	___lldiv@dividend,w
  1249  0750                     u195:	
  1250  0750  1C03               	skipc
  1251  0751  2F53               	goto	u191
  1252  0752  2F54               	goto	u190
  1253  0753                     u191:	
  1254  0753  2F63               	goto	l908
  1255  0754                     u190:	
  1256  0754                     l904:	
  1257  0754  0870               	movf	___lldiv@divisor,w
  1258  0755  02F4               	subwf	___lldiv@dividend,f
  1259  0756  0871               	movf	___lldiv@divisor+1,w
  1260  0757  1C03               	skipc
  1261  0758  0F71               	incfsz	___lldiv@divisor+1,w
  1262  0759  02F5               	subwf	___lldiv@dividend+1,f
  1263  075A  0872               	movf	___lldiv@divisor+2,w
  1264  075B  1C03               	skipc
  1265  075C  0F72               	incfsz	___lldiv@divisor+2,w
  1266  075D  02F6               	subwf	___lldiv@dividend+2,f
  1267  075E  0873               	movf	___lldiv@divisor+3,w
  1268  075F  1C03               	skipc
  1269  0760  0F73               	incfsz	___lldiv@divisor+3,w
  1270  0761  02F7               	subwf	___lldiv@dividend+3,f
  1271  0762                     l906:	
  1272  0762  1479               	bsf	___lldiv@quotient,0
  1273  0763                     l908:	
  1274  0763  3001               	movlw	1
  1275  0764                     u205:	
  1276  0764  1003               	clrc
  1277  0765  0CF3               	rrf	___lldiv@divisor+3,f
  1278  0766  0CF2               	rrf	___lldiv@divisor+2,f
  1279  0767  0CF1               	rrf	___lldiv@divisor+1,f
  1280  0768  0CF0               	rrf	___lldiv@divisor,f
  1281  0769  3EFF               	addlw	-1
  1282  076A  1D03               	skipz
  1283  076B  2F64               	goto	u205
  1284  076C                     l910:	
  1285  076C  3001               	movlw	1
  1286  076D  02FD               	subwf	___lldiv@counter,f
  1287  076E  1D03               	btfss	3,2
  1288  076F  2F71               	goto	u211
  1289  0770  2F72               	goto	u210
  1290  0771                     u211:	
  1291  0771  2F39               	goto	l900
  1292  0772                     u210:	
  1293  0772                     l912:	
  1294  0772  087C               	movf	___lldiv@quotient+3,w
  1295  0773  00F3               	movwf	?___lldiv+3
  1296  0774  087B               	movf	___lldiv@quotient+2,w
  1297  0775  00F2               	movwf	?___lldiv+2
  1298  0776  087A               	movf	___lldiv@quotient+1,w
  1299  0777  00F1               	movwf	?___lldiv+1
  1300  0778  0879               	movf	___lldiv@quotient,w
  1301  0779  00F0               	movwf	?___lldiv
  1302  077A                     l245:	
  1303  077A  0008               	return
  1304  077B                     __end_of___lldiv:	
  1305  007E                     btemp	set	126	;btemp
  1306  007E                     wtemp0	set	126


Data Sizes:
    Strings     3
    Constant    0
    Data        0
    BSS         0
    Persistent  0
    Stack       0

Auto Spaces:
    Space          Size  Autos    Used
    COMMON           14     14      14
    BANK0            80     11      11
    BANK1            80      0       0
    BANK3            96      0       0
    BANK2            96      0       0

Pointer List with Targets:

    _doprnt$2	PTR PTR void  size(1) Largest target is 1
		 -> sprintf@ap(COMMON[1]), 

    _doprnt$1	PTR const unsigned char  size(1) Largest target is 3
		 -> STR_1(CODE[3]), 

    _doprnt$0	PTR struct __prbuf size(1) Largest target is 3
		 -> sprintf@pb(COMMON[2]), 

    S643__prbuf$func	PTR FTN(unsigned char ,)void  size(1) Largest target is 1
		 -> Absolute function(), 

    pb.func	PTR FTN(unsigned char ,)void  size(1) Largest target is 1
		 -> Absolute function(), 

    S643__prbuf$ptr	PTR unsigned char  size(1) Largest target is 4
		 -> lcd_write_int@buffer(COMMON[4]), 

    pb.ptr	PTR unsigned char  size(1) Largest target is 4
		 -> lcd_write_int@buffer(COMMON[4]), 


Critical Paths under _main in COMMON

    _I2C_Master_Init->___lldiv

Critical Paths under _main in BANK0

    _main->_I2C_Master_Init

Critical Paths under _main in BANK1

    None.

Critical Paths under _main in BANK3

    None.

Critical Paths under _main in BANK2

    None.

Call Graph Tables:

 ---------------------------------------------------------------------------------
 (Depth) Function   	        Calls       Base Space   Used Autos Params    Refs
 ---------------------------------------------------------------------------------
 (0) _main                                                 3     3      0     783
                                              8 BANK0      3     3      0
                    _I2C_Master_Init
                    _I2C_Master_Read
                   _I2C_Master_Start
                    _I2C_Master_Stop
                   _I2C_Master_Write
 ---------------------------------------------------------------------------------
 (1) _I2C_Master_Write                                     2     0      2     250
                                              0 COMMON     2     0      2
